learner_id,item_id,skill_id,attempt_order,correct,attempted,paper_year,domain,data_status
SIM_0001,SFLA_2020_Q3a,KC06,19,0,1,2020,sfla,SIMULATED
SIM_0001,SFLA_2020_Q3a,KC06,20,1,1,2020,sfla,SIMULATED
SIM_0002,SFLA_2019_Q1c,KC02,1,1,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2019_Q2_vii,KC05,2,1,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2019_Q4c_ii,KC09,3,1,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2019_Q1a_i,KC01,4,0,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2020_Q1a,KC01,5,1,1,2020,sfla,SIMULATED
SIM_0002,SFLA_2019_Q4c_i,KC08,6,0,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2019_Q4b,KC09,7,1,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2019_Q4a,KC08,8,0,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2020_Q2_iv,KC05,9,1,1,2020,sfla,SIMULATED
SIM_0002,SFLA_2020_Q2_v,KC05,10,1,1,2020,sfla,SIMULATED
SIM_0002,SFLA_2019_Q2_v,KC03,11,1,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2020_Q2_v,KC05,12,0,1,2020,sfla,SIMULATED
SIM_0002,SFLA_2019_Q1c,KC02,13,1,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2020_Q2_i,KC03,14,1,1,2020,sfla,SIMULATED
SIM_0002,SFLA_2019_Q2_v,KC03,15,1,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2019_Q4c_ii,KC09,16,0,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2019_Q3b,KC07,17,0,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2019_Q4b,KC09,18,0,1,2019,sfla,SIMULATED
SIM_0002,SFLA_2020_Q2_vi,KC05,19,0,1,2020,sfla,SIMULATED
SIM_0002,SFLA_2020_Q3a,KC06,20,0,1,2020,sfla,SIMULATED
SIM_0002,SFLA_2020_Q1b,KC02,21,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2020_Q2_v,KC05,1,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2019_Q1a_i,KC01,2,1,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2019_Q2_vi,KC04,3,0,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2020_Q2_ii,KC04,4,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2019_Q4a,KC08,5,1,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2020_Q2_v,KC05,6,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2019_Q2_v,KC03,7,0,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2019_Q2_i,KC03,8,0,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2020_Q4d,KC09,9,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2019_Q2_iv,KC05,10,1,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2020_Q4a,KC08,11,0,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2020_Q2_vi,KC05,12,0,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2020_Q1c,KC02,13,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2019_Q4b,KC09,14,0,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2019_Q2_vii,KC05,15,0,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2020_Q2_iii,KC04,16,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2020_Q4b,KC08,17,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2019_Q2_iv,KC05,18,1,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2020_Q2_ii,KC04,19,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2019_Q2_ii,KC04,20,0,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2019_Q3a,KC06,21,0,1,2019,sfla,SIMULATED
SIM_0003,SFLA_2020_Q2_vi,KC05,22,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2020_Q1c,KC02,23,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2020_Q1a,KC01,24,1,1,2020,sfla,SIMULATED
SIM_0003,SFLA_2019_Q4b,KC09,25,0,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2020_Q4c,KC09,1,1,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2019_Q3a,KC06,2,1,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2019_Q2_iii,KC04,3,0,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2019_Q2_iii,KC04,4,0,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2019_Q4c_i,KC08,5,1,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2019_Q3a,KC06,6,0,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2019_Q2_ii,KC04,7,0,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2019_Q2_vii,KC05,8,1,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2020_Q1b,KC02,9,0,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2020_Q1c,KC02,10,0,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2020_Q2_v,KC05,11,1,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2020_Q2_iv,KC05,12,1,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2020_Q3b,KC07,13,0,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2019_Q2_iii,KC04,14,1,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2020_Q4d,KC09,15,0,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2020_Q2_iii,KC04,16,1,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2020_Q4c,KC09,17,1,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2020_Q1b,KC02,18,0,1,2020,sfla,SIMULATED
SIM_0004,SFLA_2019_Q4a,KC08,19,1,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2019_Q2_v,KC03,20,0,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2019_Q2_ii,KC04,21,0,1,2019,sfla,SIMULATED
SIM_0004,SFLA_2020_Q4b,KC08,22,1,1,2020,sfla,SIMULATED
SIM_0005,SFLA_2020_Q1a,KC01,1,0,1,2020,sfla,SIMULATED
SIM_0005,SFLA_2020_Q4d,KC09,2,0,1,2020,sfla,SIMULATED
SIM_0005,SFLA_2019_Q3b,KC07,3,0,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2019_Q1c,KC02,4,1,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2019_Q2_vii,KC05,5,1,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2019_Q4c_i,KC08,6,0,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2019_Q4c_i,KC08,7,1,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2019_Q1c,KC02,8,1,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2020_Q2_iii,KC04,9,0,1,2020,sfla,SIMULATED
SIM_0005,SFLA_2019_Q1c,KC02,10,1,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2019_Q2_vi,KC04,11,0,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2019_Q1c,KC02,12,1,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2020_Q1a,KC01,13,0,1,2020,sfla,SIMULATED
SIM_0005,SFLA_2020_Q2_iii,KC04,14,1,1,2020,sfla,SIMULATED
SIM_0005,SFLA_2020_Q4c,KC09,15,1,1,2020,sfla,SIMULATED
SIM_0005,SFLA_2019_Q2_iii,KC04,16,0,1,2019,sfla,SIMULATED
SIM_0005,SFLA_2020_Q1d,KC03,17,1,1,2020,sfla,SIMULATED
SIM_0005,SFLA_2020_Q1b,KC02,18,1,1,2020,sfla,SIMULATED
SIM_0005,SFLA_2019_Q4a,KC08,19,1,1,2019,sfla,SIMULATED
SIM_0006,SFLA_2019_Q4c_i,KC08,1,0,1,2019,sfla,SIMULATED
SIM_0006,SFLA_2020_Q1b,KC02,2,0,1,2020,sfla,SIMULATED
SIM_0006,SFLA_2020_Q2_i,KC03,3,1,1,2020,sfla,SIMULATED
SIM_0006,SFLA_2019_Q1c,KC02,4,0,1,2019,sfla,SIMULATED
SIM_0006,SFLA_2020_Q4c,KC09,5,0,1,2020,sfla,SIMULATED
SIM_0006,SFLA_2019_Q4b,KC09,6,1,1,2019,sfla,SIMULATED
SIM_0006,SFLA_2020_Q4c,KC09,7,0,1,2020,sfla,SIMULATED
SIM_0006,SFLA_2019_Q1c,KC02,8,1,1,2019,sfla,SIMULATED
SIM_0006,SFLA_2020_Q2_i,KC03,9,0,1,2020,sfla,SIMULATED
SIM_0006,SFLA_2019_Q3b,KC07,10,1,1,2019,sfla,SIMULATED
SIM_0006,SFLA_2020_Q1c,KC02,11,1,1,2020,sfla,SIMULATED
SIM_0006,SFLA_2020_Q2_i,KC03,12,1,1,2020,sfla,SIMULATED
SIM_0006,SFLA_2019_Q2_vi,KC04,13,0,1,2019,sfla,SIMULATED
SIM_0006,SFLA_2020_Q1d,KC03,14,1,1,2020,sfla,SIMULATED
SIM_0006,SFLA_2019_Q2_iv,KC05,15,0,1,2019,sfla,SIMULATED
SIM_0007,SFLA_2019_Q2_iii,KC04,1,1,1,2019,sfla,SIMULATED
SIM_0007,SFLA_2019_Q3b,KC07,2,1,1,2019,sfla,SIMULATED
SIM_0007,SFLA_2020_Q2_v,KC05,3,0,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2020_Q4c,KC09,4,0,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2020_Q4c,KC09,5,1,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2020_Q4c,KC09,6,1,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2019_Q2_vi,KC04,7,0,1,2019,sfla,SIMULATED
SIM_0007,SFLA_2020_Q4c,KC09,8,0,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2019_Q1c,KC02,9,0,1,2019,sfla,SIMULATED
SIM_0007,SFLA_2019_Q4c_ii,KC09,10,0,1,2019,sfla,SIMULATED
SIM_0007,SFLA_2020_Q4d,KC09,11,1,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2019_Q1a_i,KC01,12,1,1,2019,sfla,SIMULATED
SIM_0007,SFLA_2020_Q2_iii,KC04,13,0,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2020_Q2_i,KC03,14,0,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2020_Q4b,KC08,15,1,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2020_Q2_vi,KC05,16,1,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2020_Q4a,KC08,17,1,1,2020,sfla,SIMULATED
SIM_0007,SFLA_2019_Q1a_i,KC01,18,0,1,2019,sfla,SIMULATED
SIM_0007,SFLA_2020_Q4b,KC08,19,1,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2019_Q2_i,KC03,1,1,1,2019,sfla,SIMULATED
SIM_0008,SFLA_2019_Q4b,KC09,2,0,1,2019,sfla,SIMULATED
SIM_0008,SFLA_2020_Q2_ii,KC04,3,0,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2020_Q3a,KC06,4,1,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2019_Q2_vi,KC04,5,0,1,2019,sfla,SIMULATED
SIM_0008,SFLA_2020_Q4b,KC08,6,1,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2020_Q1a,KC01,7,0,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2019_Q4c_i,KC08,8,0,1,2019,sfla,SIMULATED
SIM_0008,SFLA_2020_Q1a,KC01,9,0,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2020_Q3b,KC07,10,0,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2020_Q2_iii,KC04,11,1,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2020_Q1d,KC03,12,1,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2019_Q2_iii,KC04,13,0,1,2019,sfla,SIMULATED
SIM_0008,SFLA_2020_Q2_i,KC03,14,0,1,2020,sfla,SIMULATED
SIM_0008,SFLA_2019_Q2_iii,KC04,15,0,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2019_Q2_vii,KC05,1,0,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2020_Q2_ii,KC04,2,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2019_Q4c_i,KC08,3,1,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2020_Q2_iii,KC04,4,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2020_Q2_i,KC03,5,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2020_Q2_ii,KC04,6,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2020_Q2_iv,KC05,7,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2019_Q3a,KC06,8,0,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2019_Q1c,KC02,9,0,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2019_Q3b,KC07,10,0,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2019_Q4c_i,KC08,11,1,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2020_Q2_iii,KC04,12,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2020_Q4a,KC08,13,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2019_Q4a,KC08,14,1,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2019_Q2_i,KC03,15,0,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2019_Q2_vi,KC04,16,1,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2019_Q4c_ii,KC09,17,1,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2019_Q4c_ii,KC09,18,1,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2020_Q1d,KC03,19,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2020_Q2_vi,KC05,20,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2019_Q4b,KC09,21,0,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2020_Q2_iii,KC04,22,1,1,2020,sfla,SIMULATED
SIM_0009,SFLA_2019_Q4c_ii,KC09,23,1,1,2019,sfla,SIMULATED
SIM_0009,SFLA_2020_Q1d,KC03,24,1,1,2020,sfla,SIMULATED
SIM_0010,SFLA_2019_Q4c_i,KC08,1,1,1,2019,sfla,SIMULATED
SIM_0010,SFLA_2020_Q2_i,KC03,2,0,1,2020,sfla,SIMULATED
SIM_0010,SFLA_2019_Q2_vii,KC05,3,0,1,2019,sfla,SIMULATED
SIM_0010,SFLA_2019_Q2_iv,KC05,4,1,1,2019,sfla,SIMULATED
SIM_0010,SFLA_2019_Q1b,KC02,5,1,1,2019,sfla,SIMULATED
SIM_0010,SFLA_2020_Q1a,KC01,6,1,1,2020,sfla,SIMULATED
SIM_0010,SFLA_2020_Q2_i,KC03,7,1,1,2020,sfla,SIMULATED
SIM_0010,SFLA_2020_Q4d,KC09,8,1,1,2020,sfla,SIMULATED
SIM_0010,SFLA_2019_Q3b,KC07,9,1,1,2019,sfla,SIMULATED
SIM_0010,SFLA_2020_Q4d,KC09,10,1,1,2020,sfla,SIMULATED
SIM_0010,SFLA_2019_Q2_v,KC03,11,0,1,2019,sfla,SIMULATED
SIM_0010,SFLA_2020_Q1c,KC02,12,0,1,2020,sfla,SIMULATED
SIM_0010,SFLA_2019_Q1a_i,KC01,13,1,1,2019,sfla,SIMULATED
SIM_0010,SFLA_2019_Q3a,KC06,14,1,1,2019,sfla,SIMULATED
SIM_0010,SFLA_2019_Q4a,KC08,15,0,1,2019,sfla,SIMULATED
SIM_0010,SFLA_2020_Q4a,KC08,16,1,1,2020,sfla,SIMULATED
SIM_0010,SFLA_2020_Q1d,KC03,17,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q1d,KC03,1,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2019_Q2_vii,KC05,2,0,1,2019,sfla,SIMULATED
SIM_0011,SFLA_2019_Q1b,KC02,3,1,1,2019,sfla,SIMULATED
SIM_0011,SFLA_2020_Q2_iv,KC05,4,1,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q2_ii,KC04,5,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q2_iii,KC04,6,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2019_Q2_ii,KC04,7,1,1,2019,sfla,SIMULATED
SIM_0011,SFLA_2019_Q2_vi,KC04,8,0,1,2019,sfla,SIMULATED
SIM_0011,SFLA_2020_Q4a,KC08,9,1,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2019_Q2_ii,KC04,10,1,1,2019,sfla,SIMULATED
SIM_0011,SFLA_2020_Q2_iii,KC04,11,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q1c,KC02,12,1,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2019_Q3b,KC07,13,1,1,2019,sfla,SIMULATED
SIM_0011,SFLA_2019_Q1a_i,KC01,14,1,1,2019,sfla,SIMULATED
SIM_0011,SFLA_2019_Q2_v,KC03,15,0,1,2019,sfla,SIMULATED
SIM_0011,SFLA_2020_Q2_ii,KC04,16,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q2_vi,KC05,17,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q1b,KC02,18,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2019_Q2_i,KC03,19,0,1,2019,sfla,SIMULATED
SIM_0011,SFLA_2020_Q1b,KC02,20,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q2_i,KC03,21,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q2_i,KC03,22,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q1b,KC02,23,1,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2020_Q1d,KC03,24,0,1,2020,sfla,SIMULATED
SIM_0011,SFLA_2019_Q3b,KC07,25,1,1,2019,sfla,SIMULATED
SIM_0012,SFLA_2020_Q2_vi,KC05,1,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2019_Q3a,KC06,2,0,1,2019,sfla,SIMULATED
SIM_0012,SFLA_2019_Q2_i,KC03,3,0,1,2019,sfla,SIMULATED
SIM_0012,SFLA_2020_Q2_v,KC05,4,0,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q1a,KC01,5,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2019_Q2_iv,KC05,6,0,1,2019,sfla,SIMULATED
SIM_0012,SFLA_2019_Q2_v,KC03,7,0,1,2019,sfla,SIMULATED
SIM_0012,SFLA_2020_Q1c,KC02,8,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q1b,KC02,9,0,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q4d,KC09,10,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q4d,KC09,11,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q4d,KC09,12,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q3b,KC07,13,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q4d,KC09,14,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q1c,KC02,15,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q4c,KC09,16,0,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q4c,KC09,17,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q1c,KC02,18,1,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2020_Q2_v,KC05,19,0,1,2020,sfla,SIMULATED
SIM_0012,SFLA_2019_Q1a_i,KC01,20,1,1,2019,sfla,SIMULATED
SIM_0012,SFLA_2020_Q2_iv,KC05,21,0,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2020_Q3a,KC06,1,1,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2020_Q2_vi,KC05,2,0,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2019_Q1a_i,KC01,3,0,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2019_Q3a,KC06,4,1,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2019_Q2_iii,KC04,5,0,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2019_Q2_i,KC03,6,0,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2020_Q4c,KC09,7,1,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2020_Q1c,KC02,8,0,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2020_Q4c,KC09,9,0,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2019_Q2_iv,KC05,10,1,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2019_Q4c_ii,KC09,11,1,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2019_Q4b,KC09,12,1,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2019_Q3a,KC06,13,1,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2020_Q4c,KC09,14,1,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2019_Q4b,KC09,15,1,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2020_Q2_i,KC03,16,1,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2020_Q1a,KC01,17,1,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2019_Q4a,KC08,18,1,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2020_Q2_vi,KC05,19,0,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2020_Q4b,KC08,20,0,1,2020,sfla,SIMULATED
SIM_0013,SFLA_2019_Q1b,KC02,21,0,1,2019,sfla,SIMULATED
SIM_0013,SFLA_2020_Q2_ii,KC04,22,1,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2020_Q4c,KC09,1,1,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2019_Q2_ii,KC04,2,1,1,2019,sfla,SIMULATED
SIM_0014,SFLA_2020_Q2_ii,KC04,3,0,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2019_Q2_i,KC03,4,0,1,2019,sfla,SIMULATED
SIM_0014,SFLA_2019_Q3b,KC07,5,0,1,2019,sfla,SIMULATED
SIM_0014,SFLA_2020_Q1d,KC03,6,0,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2020_Q3a,KC06,7,0,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2020_Q2_vi,KC05,8,0,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2019_Q2_i,KC03,9,0,1,2019,sfla,SIMULATED
SIM_0014,SFLA_2020_Q2_iii,KC04,10,1,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2019_Q4c_ii,KC09,11,1,1,2019,sfla,SIMULATED
SIM_0014,SFLA_2020_Q4c,KC09,12,1,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2020_Q4c,KC09,13,1,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2020_Q3a,KC06,14,0,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2019_Q2_iii,KC04,15,0,1,2019,sfla,SIMULATED
SIM_0014,SFLA_2020_Q1a,KC01,16,1,1,2020,sfla,SIMULATED
SIM_0014,SFLA_2019_Q2_ii,KC04,17,1,1,2019,sfla,SIMULATED
SIM_0014,SFLA_2019_Q2_iv,KC05,18,1,1,2019,sfla,SIMULATED
SIM_0014,SFLA_2019_Q2_iii,KC04,19,1,1,2019,sfla,SIMULATED
SIM_0014,SFLA_2020_Q4c,KC09,20,1,1,2020,sfla,SIMULATED
