user_id,interaction_position,skill_id,actual,bkt_probability,dkt_probability,sakt_probability,total_test_interactions,prior_interactions,Available History Stratum,Training Skill Frequency,skill_tag,Skill Frequency Group,bkt_prediction,bkt_correct,dkt_prediction,dkt_correct,causal_sakt_prediction,causal_sakt_correct,probability_range,class_disagreement,large_probability_disagreement,number_of_correct_models,prediction_pattern
576207586,231,116,0,0.7842787662074373,0.25185928,0.4119545,292,230,Experienced history (101-500 prior),42939,98,Common skill (top 75%),1,False,0,True,0,True,0.5324194887206362,True,True,2,1-0-0
774666326,27,18,1,0.8194976374576165,0.28792575,0.51052094,74,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.5315718874404504,True,True,1,1-0-0
843008204,29,18,0,0.85539069420309,0.32411888,0.4164735,60,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.5312718117854112,True,True,2,1-0-0
150694312,2629,58,1,0.7325755964817847,0.2288975,0.20234436,2644,2628,Extensive history (501+ prior),18864,23,Common skill (top 75%),1,True,0,False,0,False,0.530231238514408,True,True,1,1-0-0
2093246124,465,98,0,0.7741251044744891,0.2938022,0.24636227,472,464,Experienced history (101-500 prior),121320,74,Common skill (top 75%),1,False,0,True,0,True,0.527762835549776,True,True,2,1-0-0
2132581183,27,18,1,0.8204921427084408,0.29786956,0.45655456,41,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.5226225796057187,True,True,1,1-0-0
1899607738,27,18,0,0.7687533310914205,0.24644746,0.34762964,35,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.5223058722281622,True,True,2,1-0-0
1473829944,1016,98,0,0.7658336322493345,0.24507876,0.43398634,1027,1015,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,False,0,True,0,True,0.5207548748440535,True,True,2,1-0-0
843008204,30,18,0,0.8366226062379497,0.31601962,0.4099616,60,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.5206029817662853,True,True,2,1-0-0
240376355,29,18,0,0.828546073561116,0.30908084,0.4207836,30,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.5194652344040115,True,True,2,1-0-0
2132581183,29,18,1,0.8295330757331251,0.31196475,0.46291366,41,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.5175683254432081,True,True,1,1-0-0
576207586,232,116,1,0.7460709351102577,0.2319148,0.4085374,292,231,Experienced history (101-500 prior),42939,98,Common skill (top 75%),1,True,0,False,0,False,0.5141561317245231,True,True,1,1-0-0
1915006990,29,18,0,0.828546073561116,0.31491712,0.6005811,108,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,1,False,0.513628956203862,True,True,1,1-0-1
963686004,30,18,0,0.858641395619142,0.4048104,0.34619677,30,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.5124446249511122,True,True,2,1-0-0
686564187,29,18,1,0.8552882161097617,0.34430182,0.5098925,36,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.5109863963084311,True,True,1,1-0-0
1715784703,27,18,0,0.8642804026583331,0.3557811,0.42305925,30,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.5084992945173876,True,True,2,1-0-0
963686004,29,18,1,0.8553192442545468,0.3471389,0.40877846,30,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.5081803327688748,True,True,1,1-0-0
576207586,230,116,0,0.8010454668764024,0.29378673,0.4687333,292,229,Experienced history (101-500 prior),42939,98,Common skill (top 75%),1,False,0,True,0,True,0.5072587325338274,True,True,2,1-0-0
570984500,76,98,1,0.3816704586131804,0.88681006,0.82774585,110,75,Established history (51-100 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.5051396057026155,True,True,2,0-1-1
686564187,27,18,1,0.851157336814019,0.3472489,0.5454274,36,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.503908424956414,True,True,1,1-0-0
1240756617,29,18,0,0.8288567388299886,0.32517007,0.4574612,96,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.5036866688970509,True,True,2,1-0-0
661037592,1636,98,1,0.7742325529326671,0.2736887,0.58457917,1670,1635,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,True,0,False,1,True,0.5005438491572612,True,True,2,1-0-1
1899607738,29,18,0,0.7299262160698329,0.23259513,0.38932082,35,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.497331085268632,True,True,2,1-0-0
2072070822,346,58,1,0.7724552528553612,0.30407327,0.27561846,430,345,Experienced history (101-500 prior),18864,23,Common skill (top 75%),1,True,0,False,0,False,0.4968367891007073,True,True,1,1-0-0
290450210,78,98,1,0.3816704586131804,0.8780365,0.86053354,114,77,Established history (51-100 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.4963660404102571,True,True,2,0-1-1
443835875,29,18,0,0.7803413890935414,0.28454778,0.44531775,75,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.495793613109731,True,True,2,1-0-0
648746625,1063,98,0,0.774216465162963,0.2831563,0.27850798,1159,1062,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,False,0,True,0,True,0.49570848743888773,True,True,2,1-0-0
774666326,29,18,0,0.8286655398944939,0.33349714,0.4317954,74,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4951684030632103,True,True,2,1-0-0
342967544,22,98,0,0.3816704586131804,0.87656575,0.76112527,48,21,Developing history (21-50 prior),121320,74,Common skill (top 75%),0,True,1,False,1,False,0.49489529580042435,True,True,1,0-1-1
1505814562,29,18,0,0.7803482330356983,0.28773457,0.42771342,90,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.49261366491664926,True,True,2,1-0-0
516306266,118,98,0,0.7356679109296025,0.2434748,0.27713752,213,117,Experienced history (101-500 prior),121320,74,Common skill (top 75%),1,False,0,True,0,True,0.4921931145152272,True,True,2,1-0-0
2093246124,424,98,0,0.774111415153963,0.31190228,0.28339753,472,423,Experienced history (101-500 prior),121320,74,Common skill (top 75%),1,False,0,True,0,True,0.49071388960502804,True,True,2,1-0-0
1497912949,579,110,0,0.7987778714188137,0.3108187,0.51771945,676,578,Extensive history (501+ prior),39494,9,Common skill (top 75%),1,False,0,True,0,True,0.48795916943631557,True,True,2,1-0-0
2074875028,13,22,0,0.6380086434442243,0.1749206,0.15036218,30,12,Early history (6-20 prior),211921,136,Common skill (top 75%),0,True,0,True,0,True,0.4876464647609433,False,True,3,0-0-0
2034236943,29,18,0,0.8285227466926063,0.341085,0.61596185,100,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,1,False,0.48743775976748116,True,True,1,1-0-1
2093246124,417,98,1,0.7738612020821085,0.31206208,0.28710148,472,416,Experienced history (101-500 prior),121320,74,Common skill (top 75%),1,True,0,False,0,False,0.48675972469754125,True,True,1,1-0-0
942991950,27,18,1,0.8642864860016327,0.37784347,0.5032275,60,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.4864430166203003,True,True,1,1-0-0
1448716139,30,18,1,0.8586017010831477,0.44622985,0.37278274,30,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.48581896406646985,True,True,1,1-0-0
1754642272,12,22,0,0.6665636984654244,0.24363144,0.18079722,30,11,Early history (6-20 prior),211921,136,Common skill (top 75%),0,True,0,True,0,True,0.4857664791889962,False,True,3,0-0-0
1915006990,30,18,0,0.7920333917206686,0.30765367,0.5736828,108,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.484379726178066,True,True,2,1-0-0
240376355,30,18,0,0.7920333917206686,0.30807355,0.34573373,30,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4839598412579458,True,True,2,1-0-0
1506632616,27,18,0,0.6858259129132707,0.2039715,0.40856752,54,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.48185440774817057,True,True,2,1-0-0
1688404896,828,1,1,0.8035708260191043,0.32201055,0.45065036,926,827,Extensive history (501+ prior),66704,10,Common skill (top 75%),1,True,0,False,0,False,0.48156027909642063,True,True,1,1-0-0
1912899553,30,18,0,0.8586044553990804,0.41643718,0.3783569,30,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.48024755160765276,True,True,2,1-0-0
946169883,29,18,0,0.72961148001548,0.24945892,0.47028103,106,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.48015255607958984,True,True,2,1-0-0
946169883,27,18,0,0.7683439295822454,0.2886317,0.51318055,106,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.47971222215235954,True,True,2,1-0-0
1841254011,1866,98,1,0.7742325529326671,0.29461077,0.32271695,1961,1865,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,True,0,False,0,False,0.4796217843760723,True,True,1,1-0-0
861264695,27,18,0,0.864461737134385,0.38502717,0.42258644,30,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4794345669531106,True,True,2,1-0-0
443835875,27,18,0,0.8197732506699662,0.34150743,0.43171477,75,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4782658158249955,True,True,2,1-0-0
959807613,93,98,0,0.38520621964881185,0.8628749,0.80713147,149,92,Established history (51-100 prior),121320,74,Common skill (top 75%),0,True,1,False,1,False,0.4776687054877543,True,True,1,0-1-1
1312698819,60,58,0,0.7224062856515471,0.24501978,0.3048093,72,59,Established history (51-100 prior),18864,23,Common skill (top 75%),1,False,0,True,0,True,0.47738650704227126,True,True,2,1-0-0
2072070822,367,49,1,0.8800021339368891,0.40396965,0.53291696,430,366,Experienced history (101-500 prior),13290,177,Rare skill (bottom 25%),1,True,0,False,0,False,0.476032488436706,True,True,1,1-0-0
240376355,27,18,0,0.8511698843504483,0.37527803,0.4918066,30,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.47589185848489346,True,True,2,1-0-0
253735499,57,98,1,0.3816704586131804,0.85738486,0.8176176,127,56,Established history (51-100 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.4757144019024141,True,True,2,0-1-1
1717144600,1175,98,0,0.7742325528984307,0.4298241,0.29951587,1258,1174,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,False,0,True,0,True,0.4747166797046899,True,True,2,1-0-0
974563067,16,22,1,0.44417394108289565,0.8496992,0.9180854,30,15,Early history (6-20 prior),211921,136,Common skill (top 75%),0,False,1,True,1,True,0.4739114552069298,True,True,2,0-1-1
1240756617,30,18,0,0.7924694069837709,0.3190904,0.44664553,96,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4733790108179231,True,True,2,1-0-0
1506632616,29,18,0,0.6829185677967861,0.20960937,0.38857254,54,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4733091933928325,True,True,2,1-0-0
709196533,80,12,0,0.674613915076336,0.29161093,0.20166062,81,79,Established history (51-100 prior),24753,123,Common skill (top 75%),1,False,0,True,0,True,0.47295329689033894,True,True,2,1-0-0
843008204,60,95,0,0.5776705754499065,0.19914226,0.10504872,60,59,Established history (51-100 prior),29451,7,Common skill (top 75%),0,True,0,True,0,True,0.4726218519310581,False,True,3,0-0-0
1842033182,19,98,1,0.3816704586131804,0.8539769,0.7882846,64,18,Early history (6-20 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.47230644673273636,True,True,2,0-1-1
2100993768,371,98,1,0.3816704586131804,0.8115327,0.85347295,416,370,Experienced history (101-500 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.47180248946116043,True,True,2,0-1-1
121291899,29,18,0,0.7295172238848396,0.25791013,0.34087923,30,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.47160709147669755,True,True,2,1-0-0
1505814562,27,18,0,0.8197786484551245,0.34898117,0.43368983,90,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4707974766087347,True,True,2,1-0-0
507248911,36,98,1,0.3816704586131804,0.85244894,0.8295123,75,35,Developing history (21-50 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.4707784816639192,True,True,2,0-1-1
1585115397,29,18,0,0.8553234367888233,0.38456595,0.4906492,57,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.47075748734882084,True,True,2,1-0-0
2132581183,30,18,0,0.8373243338994119,0.36662078,0.44704676,41,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.47070355486193627,True,True,2,1-0-0
1978624503,30,18,0,0.8586126166434057,0.3883982,0.540684,52,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4702144163698919,True,True,2,1-0-0
1326685921,60,95,0,0.5776705754499065,0.20437212,0.107557274,60,59,Established history (51-100 prior),29451,7,Common skill (top 75%),0,True,0,True,0,True,0.4701133010487186,False,True,3,0-0-0
1899607738,23,18,0,0.8101452724661885,0.34031776,0.44274476,35,22,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4698275165286122,True,True,2,1-0-0
709196533,29,18,0,0.7001853134233542,0.2305517,0.40494955,81,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.46963360865898807,True,True,2,1-0-0
911298098,29,18,0,0.72961148001548,0.26097855,0.35328117,30,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.46863293029662323,True,True,2,1-0-0
942991950,60,95,0,0.5776705754499065,0.20897198,0.11074381,60,59,Established history (51-100 prior),29451,7,Common skill (top 75%),0,True,0,True,0,True,0.46692676223322027,False,True,3,0-0-0
2130106975,60,95,0,0.5776705754499065,0.23663951,0.11080223,60,59,Established history (51-100 prior),29451,7,Common skill (top 75%),0,True,0,True,0,True,0.4668683422307598,False,True,3,0-0-0
2080637911,87,98,1,0.3816704586131804,0.8484604,0.80581087,153,86,Established history (51-100 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.4667899176494844,True,True,2,0-1-1
814693253,77,58,0,0.7224062856515471,0.25571987,0.37716326,156,76,Established history (51-100 prior),18864,23,Common skill (top 75%),1,False,0,True,0,True,0.4666864153226439,True,True,2,1-0-0
1473011675,29,18,1,0.7802573458512747,0.31381047,0.4354988,37,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.46644687813124297,True,True,1,1-0-0
1415342054,29,18,0,0.7007344655894145,0.23435152,0.35077116,31,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.46638294981945605,True,True,2,1-0-0
1581977706,29,18,0,0.6829044173842271,0.2167989,0.30830798,30,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4661055158263048,True,True,2,1-0-0
843008204,55,102,0,0.6807233762844461,0.21549241,0.24448323,60,54,Established history (51-100 prior),50125,79,Common skill (top 75%),1,False,0,True,0,True,0.46523096383651674,True,True,2,1-0-0
1031748002,29,18,1,0.8552841725632216,0.39075074,0.4877874,37,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.46453343656506796,True,True,1,1-0-0
1415342054,27,18,0,0.7234171862927306,0.25926387,0.35110566,31,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4641533131924498,True,True,2,1-0-0
1978624503,29,18,0,0.8657564035552299,0.4016538,0.6193189,52,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,1,False,0.4641026071208274,True,True,1,1-0-1
576207586,227,115,0,0.7773202036675961,0.31452337,0.54858404,292,226,Experienced history (101-500 prior),41508,97,Common skill (top 75%),1,False,0,True,0,True,0.46279683459372833,True,True,2,1-0-0
458698578,27,18,0,0.8197026169614026,0.35715553,0.45544934,30,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4625470853165814,True,True,2,1-0-0
843344120,55,102,1,0.6807233762844461,0.2183675,0.328617,60,54,Established history (51-100 prior),50125,79,Common skill (top 75%),1,True,0,False,0,False,0.462355874191131,True,True,1,1-0-0
709196533,30,18,0,0.6891966828645196,0.22768287,0.37353015,81,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4615138092578378,True,True,2,1-0-0
1644116141,940,98,1,0.7689814676536828,0.30757704,0.38975382,1019,939,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,True,0,False,0,False,0.46140442388193903,True,True,1,1-0-0
897567756,94,12,1,0.3561673329534672,0.81750655,0.76043206,147,93,Established history (51-100 prior),24753,123,Common skill (top 75%),0,False,1,True,1,True,0.4613392187890865,True,True,2,0-1-1
1000913992,73,98,0,0.38520621964881185,0.8003397,0.8465254,165,72,Established history (51-100 prior),121320,74,Common skill (top 75%),0,True,1,False,1,False,0.46131915142586466,True,True,1,0-1-1
1448716139,27,18,1,0.8642804026583331,0.40306568,0.5115259,30,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.4612147212008135,True,True,1,1-0-0
1644116141,947,22,1,0.7578104483526676,0.29695672,0.42020234,1019,946,Extensive history (501+ prior),211921,136,Common skill (top 75%),1,True,0,False,0,False,0.4608537303846806,True,True,1,1-0-0
1581977706,30,18,0,0.6817108626987207,0.22092508,0.27106366,30,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.46078578490273836,True,True,2,1-0-0
1585115397,30,18,0,0.836490214168961,0.37637362,0.55358344,57,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4601165953277897,True,True,2,1-0-0
1240756617,27,18,0,0.8513367899094861,0.39188492,0.49695376,96,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.45945186692822393,True,True,2,1-0-0
1505814562,30,18,0,0.7393271959000725,0.27990022,0.4495763,90,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.45942697288333356,True,True,2,1-0-0
441484684,29,18,1,0.6876385460833233,0.22823,0.388165,46,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.459408546541087,True,True,1,1-0-0
1682401354,80,98,0,0.38520621964881185,0.8443056,0.77302057,113,79,Established history (51-100 prior),121320,74,Common skill (top 75%),0,True,1,False,1,False,0.45909935524513956,True,True,1,0-1-1
458698578,29,18,0,0.7802518691986116,0.3214111,0.40050563,30,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.45884076618843395,True,True,2,1-0-0
1915006990,27,18,0,0.8511698843504483,0.3930138,0.65602136,108,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,1,False,0.45815607919946255,True,True,1,1-0-1
443835875,30,18,0,0.7393213541950474,0.28192875,0.39034984,75,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.45739260630266765,True,True,2,1-0-0
1899607738,30,18,0,0.7043230640460696,0.24708076,0.36316526,35,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4572423058320727,True,True,2,1-0-0
911298098,27,18,0,0.7683439295822454,0.31112912,0.41334274,30,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.457214806609757,True,True,2,1-0-0
1585115397,27,18,1,0.8512008416103272,0.39410332,0.50413495,57,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.4570975231574921,True,True,1,1-0-0
686564187,30,18,0,0.8586165174993874,0.40180245,0.5675605,36,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4568140670809151,True,True,2,1-0-0
1041668613,67,95,0,0.5776705754499065,0.20075588,0.12105226,67,66,Established history (51-100 prior),29451,7,Common skill (top 75%),0,True,0,True,0,True,0.4566183177332508,False,True,3,0-0-0
1899607738,22,18,1,0.7988274014062805,0.34225345,0.41921362,35,21,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.456573954827301,True,True,1,1-0-0
476888356,27,18,1,0.6963700862291597,0.24027391,0.35110226,30,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.45609617844851247,True,True,1,1-0-0
571689881,243,11,0,0.7184453193577313,0.2626251,0.35343042,251,242,Experienced history (101-500 prior),23233,118,Common skill (top 75%),1,False,0,True,0,True,0.45582022112927667,True,True,2,1-0-0
703626128,75,98,1,0.3816704586131804,0.8371647,0.78893495,113,74,Established history (51-100 prior),121320,74,Common skill (top 75%),0,False,1,True,1,True,0.45549424141810013,True,True,2,0-1-1
121291899,27,18,0,0.7682210411304553,0.3129669,0.3893138,30,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4552541281456073,True,True,2,1-0-0
1631063545,703,98,0,0.7354223940185635,0.2801972,0.4125366,718,702,Extensive history (501+ prior),121320,74,Common skill (top 75%),1,False,0,True,0,True,0.4552251908592312,True,True,2,1-0-0
1900106455,87,98,1,0.6775451686960181,0.22316478,0.4641993,153,86,Established history (51-100 prior),121320,74,Common skill (top 75%),1,True,0,False,0,False,0.45438038676795567,True,True,1,1-0-0
496763184,60,95,0,0.5776705754499065,0.23716056,0.12359355,61,59,Established history (51-100 prior),29451,7,Common skill (top 75%),0,True,0,True,0,True,0.45407702899976843,False,True,3,0-0-0
774666326,30,18,1,0.7922008742867789,0.33850288,0.49194327,74,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.45369799037564607,True,True,1,1-0-0
1135424306,83,49,1,0.7730850764254023,0.31956932,0.5014767,97,82,Established history (51-100 prior),13290,177,Rare skill (bottom 25%),1,True,0,False,0,False,0.4535157569387842,True,True,1,1-0-0
709196533,27,18,0,0.7223933476123265,0.26928905,0.4257475,81,26,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.45310430108637134,True,True,2,1-0-0
2034236943,30,18,1,0.7920007164860242,0.33926484,0.63604075,100,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,1,True,0.4527358765984052,True,True,2,1-0-1
1603946609,60,95,0,0.5776705754499065,0.2309766,0.12517993,60,59,Established history (51-100 prior),29451,7,Common skill (top 75%),0,True,0,True,0,True,0.4524906439284908,False,True,3,0-0-0
121291899,30,18,0,0.704092490651968,0.25165585,0.28542647,30,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.45243664381778526,True,True,2,1-0-0
571689881,247,116,0,0.7029755470098279,0.2506977,0.29121307,251,246,Experienced history (101-500 prior),42939,98,Common skill (top 75%),1,False,0,True,0,True,0.45227784484040956,True,True,2,1-0-0
786480417,11,22,0,0.6665636984654244,0.30090567,0.21434486,30,10,Early history (6-20 prior),211921,136,Common skill (top 75%),0,True,0,True,0,True,0.4522188393421944,False,True,3,0-0-0
964476714,29,18,0,0.6818536512889213,0.22972071,0.30921662,30,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.45213293958085243,True,True,2,1-0-0
599657136,29,18,0,0.6819411290406047,0.23067363,0.32875502,36,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.45126750297535045,True,True,2,1-0-0
296205611,108,58,1,0.630038962130616,0.17889412,0.19463706,109,107,Experienced history (101-500 prior),18864,23,Common skill (top 75%),0,False,0,False,0,False,0.4511448446560601,False,True,0,0-0-0
474271156,35,58,0,0.630038962130616,0.179163,0.20272385,40,34,Developing history (21-50 prior),18864,23,Common skill (top 75%),0,True,0,True,0,True,0.4508759681034783,False,True,3,0-0-0
843344120,60,95,0,0.5776705754499065,0.22935587,0.12764654,60,59,Established history (51-100 prior),29451,7,Common skill (top 75%),0,True,0,True,0,True,0.450024039814912,False,True,3,0-0-0
319557200,29,18,0,0.8297234073000136,0.37985563,0.5724125,86,28,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.44986777451803117,True,True,2,1-0-0
1326685921,30,18,1,0.8586044553990804,0.40873918,0.5555691,60,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,True,0,False,0,False,0.4498652760262929,True,True,1,1-0-0
605600563,13,22,0,0.6183061703489936,0.22373514,0.16867925,30,12,Early history (6-20 prior),211921,136,Common skill (top 75%),0,True,0,True,0,True,0.44962691808210975,False,True,3,0-0-0
1644116141,936,22,0,0.7570244757436302,0.30779114,0.41739735,1019,935,Extensive history (501+ prior),211921,136,Common skill (top 75%),1,False,0,True,0,True,0.4492333320878532,True,True,2,1-0-0
1506632616,30,18,0,0.6817166586446629,0.23255384,0.36041093,54,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4491628189611302,True,True,2,1-0-0
317198846,30,18,0,0.8364985656535004,0.40336207,0.38734308,30,29,Developing history (21-50 prior),173664,131,Common skill (top 75%),1,False,0,True,0,True,0.4491554868018006,True,True,2,1-0-0
